match_id,season,team1,team2,venue,pitch_type,toss_winner,toss_decision,winner
563,2018,Rajasthan Royals,Chennai Super Kings,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,bat,Rajasthan Royals
564,2019,Lucknow Super Giants,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Lucknow Super Giants,bat,Mumbai Indians
565,2020,Lucknow Super Giants,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
566,2021,Gujarat Titans,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,bat,Punjab Kings
567,2022,Lucknow Super Giants,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",balanced,Lucknow Super Giants,field,Rajasthan Royals
568,2023,Punjab Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,bat,Punjab Kings
569,2024,Mumbai Indians,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Mumbai Indians
570,2025,Mumbai Indians,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,bat,Mumbai Indians
571,2016,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Rajasthan Royals,field,Rajasthan Royals
572,2017,Mumbai Indians,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,bat,Chennai Super Kings
573,2018,Kolkata Knight Riders,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Rajasthan Royals,bat,Kolkata Knight Riders
574,2019,Lucknow Super Giants,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",pace-friendly,Royal Challengers Bengaluru,field,Lucknow Super Giants
575,2020,Delhi Capitals,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Punjab Kings,bat,Delhi Capitals
576,2021,Rajasthan Royals,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
577,2022,Punjab Kings,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,bat,Punjab Kings
578,2023,Kolkata Knight Riders,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
579,2024,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,field,Gujarat Titans
580,2025,Royal Challengers Bengaluru,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
581,2016,Kolkata Knight Riders,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
582,2017,Kolkata Knight Riders,Sunrisers Hyderabad,"Ekana Stadium, Lucknow",balanced,Kolkata Knight Riders,field,Sunrisers Hyderabad
583,2018,Chennai Super Kings,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Chennai Super Kings
584,2019,Mumbai Indians,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Mumbai Indians
585,2020,Kolkata Knight Riders,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",bowling-friendly,Mumbai Indians,field,Mumbai Indians
586,2021,Delhi Capitals,Gujarat Titans,"PCA Stadium, Mullanpur",batting,Gujarat Titans,field,Gujarat Titans
587,2022,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",balanced,Delhi Capitals,field,Kolkata Knight Riders
588,2023,Delhi Capitals,Gujarat Titans,"Wankhede Stadium, Mumbai",bowling-friendly,Delhi Capitals,field,Gujarat Titans
589,2024,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,field,Chennai Super Kings
590,2025,Delhi Capitals,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Delhi Capitals,field,Delhi Capitals
591,2016,Lucknow Super Giants,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
592,2017,Rajasthan Royals,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,field,Chennai Super Kings
593,2018,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,bat,Mumbai Indians
594,2019,Punjab Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,bat,Gujarat Titans
595,2020,Mumbai Indians,Punjab Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,bat,Mumbai Indians
596,2021,Punjab Kings,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Punjab Kings,bat,Gujarat Titans
597,2022,Kolkata Knight Riders,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Kolkata Knight Riders,field,Chennai Super Kings
598,2023,Mumbai Indians,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",balanced,Royal Challengers Bengaluru,field,Mumbai Indians
599,2024,Chennai Super Kings,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Chennai Super Kings,field,Chennai Super Kings
600,2025,Sunrisers Hyderabad,Punjab Kings,"Eden Gardens, Kolkata",spin-friendly,Sunrisers Hyderabad,field,Punjab Kings
601,2016,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,bat,Mumbai Indians
602,2017,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Delhi Capitals,field,Royal Challengers Bengaluru
603,2018,Gujarat Titans,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,field,Gujarat Titans
604,2019,Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,field,Rajasthan Royals
605,2020,Gujarat Titans,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,field,Delhi Capitals
606,2021,Gujarat Titans,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Gujarat Titans
607,2022,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
608,2023,Gujarat Titans,Rajasthan Royals,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Rajasthan Royals
609,2024,Delhi Capitals,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,bat,Delhi Capitals
610,2025,Punjab Kings,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Sunrisers Hyderabad
611,2016,Mumbai Indians,Gujarat Titans,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,field,Gujarat Titans
612,2017,Mumbai Indians,Punjab Kings,"Eden Gardens, Kolkata",bowling-friendly,Mumbai Indians,field,Mumbai Indians
613,2018,Royal Challengers Bengaluru,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Chennai Super Kings
614,2019,Mumbai Indians,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Kolkata Knight Riders
615,2020,Delhi Capitals,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Punjab Kings,bat,Delhi Capitals
616,2021,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",spin-friendly,Gujarat Titans,bat,Gujarat Titans
617,2022,Lucknow Super Giants,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Punjab Kings
618,2023,Punjab Kings,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",pace-friendly,Punjab Kings,field,Sunrisers Hyderabad
619,2024,Gujarat Titans,Kolkata Knight Riders,"PCA Stadium, Mullanpur",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
620,2025,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Mumbai Indians
621,2016,Kolkata Knight Riders,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
622,2017,Kolkata Knight Riders,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Kolkata Knight Riders,bat,Chennai Super Kings
623,2018,Delhi Capitals,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Delhi Capitals,bat,Delhi Capitals
624,2019,Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Gujarat Titans,field,Gujarat Titans
625,2020,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
626,2021,Royal Challengers Bengaluru,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,field,Lucknow Super Giants
627,2022,Punjab Kings,Mumbai Indians,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Mumbai Indians
628,2023,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,bat,Mumbai Indians
629,2024,Delhi Capitals,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,bat,Delhi Capitals
630,2025,Gujarat Titans,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",balanced,Gujarat Titans,field,Mumbai Indians
631,2016,Royal Challengers Bengaluru,Mumbai Indians,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,field,Mumbai Indians
632,2017,Royal Challengers Bengaluru,Mumbai Indians,"PCA Stadium, Mullanpur",balanced,Mumbai Indians,field,Mumbai Indians
633,2018,Rajasthan Royals,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
634,2019,Kolkata Knight Riders,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
635,2020,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Sunrisers Hyderabad
636,2021,Mumbai Indians,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,field,Mumbai Indians
637,2022,Gujarat Titans,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,bat,Gujarat Titans
638,2023,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,bat,Delhi Capitals
639,2024,Gujarat Titans,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",spin-friendly,Gujarat Titans,field,Gujarat Titans
640,2025,Delhi Capitals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
641,2016,Gujarat Titans,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Rajasthan Royals
642,2017,Lucknow Super Giants,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
643,2018,Gujarat Titans,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",balanced,Lucknow Super Giants,bat,Gujarat Titans
644,2019,Rajasthan Royals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,field,Rajasthan Royals
645,2020,Gujarat Titans,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",pace-friendly,Gujarat Titans,bat,Gujarat Titans
646,2021,Mumbai Indians,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Kolkata Knight Riders,field,Mumbai Indians
647,2022,Gujarat Titans,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,field,Gujarat Titans
648,2023,Gujarat Titans,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,bat,Gujarat Titans
649,2024,Chennai Super Kings,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",bowling-friendly,Royal Challengers Bengaluru,bat,Chennai Super Kings
650,2025,Delhi Capitals,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,bat,Sunrisers Hyderabad
651,2016,Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,bat,Chennai Super Kings
652,2017,Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,bat,Gujarat Titans
653,2018,Punjab Kings,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
654,2019,Punjab Kings,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Sunrisers Hyderabad
655,2020,Punjab Kings,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,bat,Sunrisers Hyderabad
656,2021,Chennai Super Kings,Mumbai Indians,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,bat,Chennai Super Kings
657,2022,Rajasthan Royals,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,field,Lucknow Super Giants
658,2023,Delhi Capitals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,bat,Kolkata Knight Riders
659,2024,Rajasthan Royals,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
660,2025,Mumbai Indians,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,bat,Mumbai Indians
661,2016,Lucknow Super Giants,Delhi Capitals,"Eden Gardens, Kolkata",pace-friendly,Lucknow Super Giants,field,Delhi Capitals
662,2017,Royal Challengers Bengaluru,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",balanced,Mumbai Indians,bat,Mumbai Indians
663,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
664,2019,Punjab Kings,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Punjab Kings,bat,Royal Challengers Bengaluru
665,2020,Chennai Super Kings,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Kolkata Knight Riders,bat,Chennai Super Kings
666,2021,Delhi Capitals,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Sunrisers Hyderabad,bat,Delhi Capitals
667,2022,Delhi Capitals,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Gujarat Titans,field,Gujarat Titans
668,2023,Rajasthan Royals,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Gujarat Titans,field,Gujarat Titans
669,2024,Sunrisers Hyderabad,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
670,2025,Mumbai Indians,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",balanced,Mumbai Indians,field,Mumbai Indians
671,2016,Chennai Super Kings,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,bat,Lucknow Super Giants
672,2017,Lucknow Super Giants,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",pace-friendly,Delhi Capitals,field,Delhi Capitals
673,2018,Mumbai Indians,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Mumbai Indians,field,Royal Challengers Bengaluru
674,2019,Mumbai Indians,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Rajasthan Royals
675,2020,Lucknow Super Giants,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,field,Lucknow Super Giants
676,2021,Sunrisers Hyderabad,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Sunrisers Hyderabad,field,Delhi Capitals
677,2022,Gujarat Titans,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,bat,Gujarat Titans
678,2023,Sunrisers Hyderabad,Kolkata Knight Riders,"PCA Stadium, Mullanpur",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
679,2024,Sunrisers Hyderabad,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Lucknow Super Giants
680,2025,Sunrisers Hyderabad,Delhi Capitals,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Sunrisers Hyderabad
681,2016,Lucknow Super Giants,Punjab Kings,"Wankhede Stadium, Mumbai",batting,Punjab Kings,field,Punjab Kings
682,2017,Royal Challengers Bengaluru,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,bat,Royal Challengers Bengaluru
683,2018,Rajasthan Royals,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",balanced,Delhi Capitals,field,Delhi Capitals
684,2019,Punjab Kings,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,bat,Lucknow Super Giants
685,2020,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru
686,2021,Kolkata Knight Riders,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
687,2022,Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
688,2023,Gujarat Titans,Delhi Capitals,"MA Chidambaram Stadium, Chennai",pace-friendly,Delhi Capitals,field,Gujarat Titans
689,2024,Delhi Capitals,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
690,2025,Rajasthan Royals,Delhi Capitals,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,field,Delhi Capitals
691,2016,Gujarat Titans,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
692,2017,Sunrisers Hyderabad,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Sunrisers Hyderabad
693,2018,Delhi Capitals,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,field,Delhi Capitals
694,2019,Delhi Capitals,Chennai Super Kings,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,field,Chennai Super Kings
695,2020,Rajasthan Royals,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",spin-friendly,Rajasthan Royals,bat,Rajasthan Royals
696,2021,Mumbai Indians,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,bat,Rajasthan Royals
697,2022,Mumbai Indians,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",balanced,Mumbai Indians,field,Mumbai Indians
698,2023,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Rajasthan Royals,field,Sunrisers Hyderabad
699,2024,Chennai Super Kings,Gujarat Titans,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,field,Gujarat Titans
700,2025,Kolkata Knight Riders,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,bat,Kolkata Knight Riders
701,2016,Mumbai Indians,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,bat,Chennai Super Kings
702,2017,Rajasthan Royals,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",bowling-friendly,Lucknow Super Giants,field,Rajasthan Royals
703,2018,Delhi Capitals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",batting,Delhi Capitals,bat,Royal Challengers Bengaluru
704,2019,Lucknow Super Giants,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,field,Kolkata Knight Riders
705,2020,Lucknow Super Giants,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
706,2021,Lucknow Super Giants,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Lucknow Super Giants,bat,Delhi Capitals
707,2022,Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
708,2023,Delhi Capitals,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
709,2024,Royal Challengers Bengaluru,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,bat,Royal Challengers Bengaluru
710,2025,Punjab Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",pace-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
711,2016,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
712,2017,Rajasthan Royals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,field,Rajasthan Royals
713,2018,Mumbai Indians,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Gujarat Titans,field,Gujarat Titans
714,2019,Royal Challengers Bengaluru,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Punjab Kings,field,Punjab Kings
715,2020,Chennai Super Kings,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Punjab Kings,field,Chennai Super Kings
716,2021,Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Gujarat Titans,bat,Chennai Super Kings
717,2022,Chennai Super Kings,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,field,Chennai Super Kings
718,2023,Sunrisers Hyderabad,Rajasthan Royals,"Wankhede Stadium, Mumbai",batting,Sunrisers Hyderabad,bat,Rajasthan Royals
